sleep,class,study,activity,happiness,performance
13,3,14,2,3,93
9,1,1,4,7,22
9,4,15,7,9,32
11,5,4,5,4,60
3,4,14,3,8,92
16,14,10,10,10,64
14,9,6,5,4,16
18,8,15,3,5,60
13,7,1,2,3,70
6,8,2,1,3,93
3,15,9,8,2,7
8,11,7,2,8,67
13,12,15,9,0,97
8,13,4,8,10,29
15,6,4,6,5,19
7,10,8,9,0,37
9,15,12,10,8,19
13,3,14,8,9,82
16,13,4,9,5,40
18,5,15,3,10,32
3,9,12,4,7,41
9,9,15,6,7,59
19,1,13,5,5,18
3,14,12,9,3,65
12,15,1,8,0,52
2,1,6,5,5,80
10,3,13,1,3,95
9,10,12,1,2,40
19,4,2,4,9,53
16,14,2,2,7,11
4,7,5,5,4,91
1,12,11,9,2,66
6,11,6,9,2,30
3,15,9,2,4,47
2,11,15,6,5,59
12,13,15,9,9,81
5,10,10,5,0,68
7,8,7,10,4,92
16,12,5,8,2,8
17,12,8,6,8,64
3,1,10,9,9,36
19,9,14,10,10,86
19,9,11,5,10,64
5,3,14,6,6,57
9,8,1,7,2,45
19,9,6,4,7,43
9,5,12,4,5,19
16,3,12,7,6,68
16,8,5,5,10,61
2,1,1,4,5,21
5,13,12,5,3,4
9,1,12,4,0,100
19,12,5,7,8,21
6,4,14,4,6,22
8,3,7,10,2,64
6,15,12,3,6,85
6,15,4,5,4,56
10,1,12,6,8,97
13,7,2,4,1,68
1,9,12,4,9,18
18,7,6,10,7,3
2,5,7,7,1,29
2,7,9,10,5,57
19,6,13,4,7,44
2,14,13,9,8,46
11,4,3,7,7,17
4,8,4,10,3,23
17,11,2,5,10,71
13,3,7,3,0,67
9,14,12,10,0,38
13,15,10,2,1,84
1,13,8,10,0,2
1,1,7,4,2,8
9,12,15,3,3,19
7,5,14,2,7,64
10,14,7,8,3,54
1,9,10,4,3,19
12,1,5,4,5,88
13,15,1,4,0,19
8,12,2,7,2,54
2,5,1,10,9,68
15,8,6,4,3,31
16,15,5,6,10,75
4,15,6,2,9,28
8,11,3,5,1,39
11,10,12,2,2,38
10,13,10,9,4,13
14,2,5,2,2,5
15,3,13,7,9,41
12,10,1,7,1,85
3,2,2,9,9,59
16,7,6,3,8,28
8,5,5,1,10,36
13,9,9,3,8,73
16,15,15,5,2,28
11,2,1,6,1,35
16,12,13,4,9,25
18,13,14,10,8,64
14,5,12,6,1,36
11,6,2,10,3,6
16,2,10,2,3,98
1,13,8,4,9,45
11,5,13,2,7,24
15,3,15,8,10,39
8,1,13,4,3,21
12,1,11,8,4,73
9,6,11,1,5,50
3,5,8,7,6,42
3,8,9,5,7,27
5,14,2,2,5,12
19,6,5,6,6,89
14,15,7,10,7,34
6,6,2,2,3,93
12,2,14,6,2,8
8,1,4,9,8,42
1,11,5,8,10,12
12,11,15,9,1,30
4,1,13,5,4,100
10,11,12,3,0,27
3,14,6,8,5,24
10,10,15,1,4,84
19,2,12,3,4,62
6,3,3,1,4,15
1,15,4,1,3,36
6,4,1,9,7,7
2,13,2,8,0,13
2,6,2,10,0,60
14,9,15,8,0,12
18,11,6,8,8,31
15,15,15,5,4,69
2,14,2,7,0,65
19,11,4,6,5,79
19,5,10,6,1,19
3,14,9,6,6,93
19,7,11,1,4,69
5,1,7,3,3,52
1,6,14,10,7,15
13,1,10,8,3,58
9,7,1,8,9,75
11,5,9,4,9,76
7,1,1,8,7,36
16,10,13,10,8,19
2,7,9,7,7,84
5,2,15,10,5,16
10,15,5,8,9,58
14,12,6,10,2,10
5,6,13,4,5,56
11,12,12,6,1,28
5,12,12,7,9,23
9,7,5,10,3,58
6,6,3,1,2,11
15,7,10,9,7,75
1,5,2,5,7,26
6,12,14,4,2,82
17,13,15,6,3,77
7,12,3,6,3,84
12,11,2,2,5,31
11,11,15,7,5,78
16,6,9,3,8,51
8,5,3,1,5,95
6,4,1,7,4,59
12,4,11,3,9,78
12,14,13,8,4,5
6,7,6,3,4,62
13,12,2,10,2,77
16,4,9,7,6,64
13,6,3,2,5,51
6,6,13,1,1,6
6,14,14,2,0,87
9,2,14,8,10,74
6,5,1,10,2,100
7,12,10,7,2,69
16,8,5,2,3,36
17,12,2,9,10,47
3,11,8,6,7,61
3,2,1,9,4,76
6,10,6,5,4,64
16,11,4,3,8,55
1,2,12,1,2,78
5,15,4,1,8,82
6,8,8,1,8,89
16,14,4,4,2,36
4,3,13,6,5,28
13,1,11,5,4,38
11,7,15,1,5,98
16,3,9,10,7,78
17,10,3,2,9,47
3,13,15,5,2,8
11,4,4,2,10,66
6,2,12,4,2,18
9,9,1,10,7,46
3,12,13,9,5,52
17,14,1,2,10,78
11,8,10,4,7,72
15,8,12,2,8,48
1,11,12,6,4,91
17,7,15,2,7,36
15,7,6,5,7,86
5,6,7,6,8,54
9,1,15,8,10,2
7,10,9,8,4,67
8,14,6,1,5,41
9,2,1,2,9,78
15,4,7,7,0,46
11,2,9,3,1,57
12,12,15,10,10,60
19,8,13,2,6,67
15,1,12,10,0,34
16,7,1,4,10,80
2,12,2,9,9,63
13,2,15,8,5,95
17,5,8,4,9,59
11,7,3,4,7,71
10,3,13,8,3,92
17,14,7,2,8,26
4,11,2,4,10,21
18,4,4,5,0,24
3,10,14,10,6,5
17,11,3,4,1,5
16,6,14,3,2,41
8,15,14,2,10,97
12,13,3,2,4,66
9,13,13,7,5,9
2,3,7,9,10,25
18,15,10,7,9,58
4,13,10,6,10,56
13,11,7,8,2,11
12,7,9,4,7,96
13,7,1,5,0,47
12,3,4,2,5,100
5,6,1,1,7,34
13,1,10,3,2,32
13,5,15,3,9,80
8,1,6,3,6,68
5,9,14,5,0,3
18,15,1,6,7,74
10,15,12,10,3,76
11,8,13,9,0,60
18,4,3,10,4,17
5,1,9,3,9,8
3,3,9,3,10,9
18,15,8,1,4,43
12,2,7,7,6,15
14,6,10,1,8,57
17,9,9,3,5,40
6,4,9,6,1,39
3,15,14,4,0,78
9,15,1,2,3,13
15,4,13,8,10,43
3,11,9,7,10,4
2,10,2,5,7,79
1,6,14,5,0,15
3,13,6,4,8,71
1,13,15,7,5,24
13,9,3,1,1,44
14,4,7,9,5,52
19,9,9,10,2,57
8,7,14,8,9,18
5,3,2,2,8,95
5,7,3,1,2,6
13,13,8,10,8,92
2,12,7,3,5,17
16,14,3,3,2,68
15,13,15,9,5,32
16,12,3,8,10,77
2,9,15,8,6,85
12,7,3,8,4,83
3,8,12,1,1,67
18,14,4,3,3,96
1,3,15,10,0,62
4,14,13,1,10,65
13,7,6,7,1,28
14,8,8,8,2,94
7,9,4,10,5,64
19,1,9,2,4,33
3,14,4,6,2,87
15,6,9,9,4,50
3,11,2,3,9,84
9,13,15,1,3,18
4,12,2,5,4,24
1,6,2,8,9,58
14,3,10,10,7,16
11,11,12,4,7,96
13,9,5,1,3,84
5,6,4,6,0,1
16,3,4,1,6,32
13,6,12,5,1,62
10,5,8,4,10,54
10,14,8,7,5,40
1,2,12,5,1,4
5,13,15,4,3,31
19,14,1,1,4,18
2,6,10,8,0,84
2,3,9,6,10,26
16,1,7,1,4,17
8,8,2,3,8,20
12,2,8,4,4,11
18,9,7,7,10,94
1,13,1,8,8,49
10,15,3,5,3,65
17,10,5,1,4,91
14,13,9,8,10,87
11,11,2,1,5,23
9,1,2,6,4,25
18,6,7,4,9,85
17,3,12,1,3,44
17,6,10,1,5,95
8,7,13,8,3,53
11,7,13,3,6,99
6,11,14,6,2,39
1,9,4,1,8,43
18,13,11,9,7,79
18,12,10,6,3,76
15,6,1,4,3,29
16,11,11,3,10,63
11,2,10,8,5,20
17,4,3,4,1,44
17,15,2,2,6,75
10,14,14,3,10,5
11,1,1,7,3,21
5,7,11,6,7,25
19,11,7,1,0,5
8,9,12,5,5,38
19,1,6,8,7,20
10,8,9,7,7,39
7,3,3,8,0,75
5,6,2,10,6,77
2,11,4,4,4,5
5,3,3,5,4,41
12,7,1,10,6,19
8,15,4,8,1,14
3,10,14,2,10,50
11,15,2,6,10,98
14,5,13,7,2,18
3,2,9,6,5,98
18,6,8,7,4,67
16,4,3,5,7,77
10,8,11,9,2,31
12,5,14,6,9,54
17,5,11,1,0,38
14,9,12,10,1,80
4,12,13,5,1,12
14,6,12,10,2,42
11,15,3,8,0,26
3,14,5,7,2,5
14,14,6,1,7,68
1,3,2,8,10,17
13,6,9,3,5,64
8,6,7,6,8,24
14,11,7,8,7,3
19,4,4,8,9,3
6,15,3,9,1,75
12,13,12,5,3,29
9,12,3,3,9,84
18,4,15,10,5,4
16,9,5,3,3,30
15,10,15,3,7,87
12,13,7,7,6,30
11,1,9,3,2,84
8,4,8,9,5,11
7,12,6,7,5,48
16,13,8,4,9,68
18,5,9,9,8,31
10,13,5,5,1,79
10,14,1,4,10,84
17,6,9,8,2,1
10,3,11,1,8,12
14,15,8,6,1,20
18,11,14,10,8,27
15,3,1,5,5,64
18,2,7,2,1,22
8,15,9,8,2,71
13,15,8,7,10,18
4,14,4,3,10,31
8,9,4,8,9,57
2,8,10,1,0,90
7,7,11,2,2,29
17,6,9,1,1,84
8,10,1,6,5,7
15,8,12,6,10,11
14,8,15,5,0,53
17,5,14,2,7,70
3,2,6,9,10,88
2,3,6,3,4,59
8,2,10,7,7,94
14,1,3,1,1,70
2,12,10,7,7,93
16,6,15,10,10,97
11,14,9,3,7,66
18,8,15,2,10,91
4,3,11,7,1,6
8,15,4,7,10,23
19,3,3,5,5,73
10,9,2,5,1,23
14,2,8,9,0,95
1,4,6,9,9,35
14,3,11,9,10,39
11,6,7,5,0,17
4,6,9,1,9,70
8,7,3,3,9,88
5,13,7,4,3,70
14,12,9,4,7,85
16,10,1,9,8,15
11,10,7,6,6,51
2,13,7,7,9,24
13,2,7,5,5,99
17,8,2,2,5,3
6,5,3,5,5,96
13,1,13,6,3,23
4,8,10,8,5,71
7,1,8,3,10,52
6,1,2,3,1,79
10,3,11,1,2,43
19,2,8,8,10,2
3,1,12,6,4,83
4,1,14,10,3,92
9,4,10,8,8,25
11,11,1,7,1,28
9,7,9,3,0,9
8,3,14,5,0,69
4,13,9,9,4,56
4,8,5,6,8,29
8,15,15,9,7,66
5,8,5,8,7,65
11,6,14,9,0,74
5,6,1,3,9,74
11,5,3,8,10,45
12,6,14,5,7,60
2,8,5,3,9,60
16,11,4,3,10,24
11,5,2,7,8,28
19,7,4,10,9,18
10,14,3,2,10,49
15,3,9,1,6,2
1,15,7,2,9,30
12,4,10,7,6,18
8,12,6,2,3,52
5,12,12,6,1,67
19,12,6,3,9,88
15,14,2,10,2,57
17,10,8,2,4,92
19,1,14,7,10,85
18,2,13,10,3,17
4,7,8,2,6,42
14,8,13,3,2,44
11,4,11,8,4,42
14,12,6,7,5,4
3,6,10,1,0,30
9,4,9,4,7,96
3,2,11,5,0,78
13,2,14,4,6,73
6,7,1,8,9,28
3,1,11,6,4,94
7,11,8,5,10,32
9,9,7,2,7,35
18,4,15,5,4,6
13,12,9,4,7,91
3,8,13,1,2,68
14,12,8,9,1,8
8,1,8,10,1,23
13,13,4,10,2,58
19,13,8,7,6,72
18,9,3,6,0,68
2,12,12,8,3,71
4,2,6,4,8,74
6,7,5,4,0,79
4,8,8,1,2,71
1,15,3,4,2,52
1,2,7,10,9,5
8,4,2,3,10,78
7,13,9,6,10,77
7,5,12,9,4,42
11,14,8,3,7,62
15,11,9,2,2,43
8,11,11,3,1,86
15,2,1,7,1,50
8,3,15,8,4,57
13,10,5,8,2,21
11,15,5,6,2,93
7,2,15,9,5,94
19,3,6,10,1,5
15,13,3,6,1,56
16,10,8,4,4,7
17,14,1,5,1,34
17,10,11,6,9,97
3,5,4,5,4,85
7,15,11,6,9,38
17,13,13,7,4,63
15,5,14,7,8,81
4,15,9,6,3,67
9,4,3,3,5,91
14,8,14,10,8,24
7,2,3,7,3,15
7,14,6,2,8,38
16,11,2,1,6,20
5,12,3,8,7,7
13,1,1,9,6,88
2,15,5,7,3,11
14,9,15,1,3,19
6,1,3,9,9,52
12,3,6,9,10,44
15,14,11,6,6,16
6,2,7,2,5,64
4,10,11,7,6,76
17,14,13,4,0,89
4,8,13,5,2,61
18,4,2,7,3,79
5,4,4,7,5,99
9,13,8,10,3,77
11,10,12,1,2,33
3,1,1,3,9,44
7,2,11,4,3,24
18,13,10,1,10,89
17,12,6,8,10,35
12,9,3,10,4,31
13,15,4,8,3,88
1,1,8,4,1,65
16,5,3,9,8,19
11,7,8,6,6,42
12,4,14,2,1,45
2,4,2,5,6,78
13,15,12,9,4,80
2,7,11,7,6,83
1,10,7,9,6,50
12,4,5,2,6,13
10,13,3,3,8,11
19,1,14,8,5,18
10,1,1,3,2,8
10,5,1,1,0,17
1,9,11,9,8,89
1,15,15,4,10,64
13,11,6,2,10,19
10,5,5,8,0,76
2,3,15,7,1,67
14,14,6,2,7,26
12,15,8,7,7,57
16,2,14,4,4,11
15,6,2,10,4,93
12,7,3,8,9,33
12,13,14,10,7,78
9,10,14,2,2,1
15,3,11,5,6,12
15,9,10,4,2,93
11,12,5,8,2,34
11,13,2,9,8,38
1,9,10,1,1,96
1,9,13,7,1,5
11,12,10,1,8,88
11,3,14,2,5,79
7,7,3,8,1,41
17,9,5,1,10,95
4,13,14,5,8,21
3,9,10,6,5,43
17,7,12,3,7,46
1,11,8,10,8,40
7,2,15,6,8,77
1,14,8,5,3,53
11,9,8,7,9,51
1,2,14,6,0,98
6,8,11,1,0,54
2,11,11,6,9,3
1,8,6,8,0,4
6,11,1,9,1,2
1,15,5,5,4,85
9,1,12,7,8,75
1,2,7,5,3,31
5,3,3,3,9,7
1,4,15,4,2,17
2,3,10,9,10,7
18,15,12,6,1,96
9,6,8,10,8,100
12,2,10,1,2,22
16,2,5,1,3,14
18,15,10,2,0,74
15,13,3,4,6,2
18,7,14,2,0,20
5,5,8,6,1,68
5,4,13,5,2,30
9,10,5,3,3,60
12,7,14,6,10,76
13,5,8,5,10,54
15,13,4,9,0,51
1,8,6,5,8,90
7,7,11,10,4,43
15,12,12,10,6,89
19,9,5,10,5,89
4,13,5,2,6,95
5,8,13,7,1,52
15,10,6,6,6,42
9,1,11,2,0,25
15,8,10,2,3,88
16,15,9,6,5,77
16,12,12,4,7,86
12,8,9,4,10,66
2,4,3,5,5,48
9,1,12,9,2,54
16,12,5,10,9,40
16,9,9,3,6,55
13,9,5,4,5,84
16,6,10,7,10,17
12,7,3,4,10,55
6,10,14,9,5,77
5,15,8,7,5,44
5,14,8,7,0,91
16,5,1,5,3,38
1,2,8,6,2,97
4,6,4,7,9,53
2,12,13,9,3,26
3,9,11,8,6,34
3,4,6,10,3,16
9,6,6,1,2,64
3,8,3,4,4,62
11,13,5,3,4,70
18,15,2,8,7,66
3,3,12,9,2,36
15,5,5,5,1,95
9,9,6,6,3,23
4,4,12,8,4,85
19,11,1,9,0,55
1,6,7,3,10,7
1,2,13,6,1,71
11,12,15,2,1,16
9,6,5,2,4,61
6,12,13,9,5,77
4,9,6,9,9,100
15,13,14,5,6,54
2,10,11,4,2,66
11,13,10,2,8,82
10,2,14,3,3,67
10,10,2,9,8,21
6,8,2,4,7,34
13,6,9,1,5,54
18,4,9,9,7,83
9,2,3,10,3,82
4,8,7,7,2,40
11,11,3,8,2,61
16,15,12,5,6,95
3,8,6,8,10,63
11,7,12,2,10,87
1,6,6,10,4,25
4,12,9,5,4,37
3,9,4,9,2,95
9,3,8,7,6,53
4,6,11,9,3,6
5,10,14,10,6,6
6,14,11,10,3,64
2,6,4,6,9,89
13,9,9,6,1,44
17,15,8,3,10,58
12,14,13,8,5,15
19,8,12,3,5,65
5,10,9,7,9,96
18,10,13,3,6,83
15,2,13,1,4,24
7,8,2,3,0,43
2,5,12,8,10,50
7,10,9,4,8,35
13,12,14,7,7,49
7,11,4,7,6,33
9,14,3,6,7,28
19,5,11,10,7,96
4,14,12,10,0,25
15,11,15,7,1,29
7,8,5,3,10,24
5,3,3,5,3,93
7,7,2,1,0,19
4,6,14,4,3,95
9,4,7,3,9,8
17,6,8,2,7,94
3,5,6,8,9,5
9,10,2,9,5,70
11,6,4,9,2,18
10,5,14,3,9,66
16,8,10,7,6,5
2,7,9,9,0,76
8,7,14,2,3,71
13,5,5,2,1,41
16,11,3,9,4,47
19,12,11,1,10,18
12,12,11,5,3,77
5,6,4,10,4,62
4,6,11,7,7,11
2,7,8,10,1,74
19,3,11,1,9,88
19,10,15,1,2,44
14,11,1,1,1,46
8,10,13,3,4,4
17,15,4,6,9,26
17,6,13,9,2,52
14,6,2,2,0,67
14,11,3,4,10,66
18,15,13,3,2,97
15,12,8,6,7,27
6,8,4,3,0,82
19,9,11,5,10,6
6,13,13,7,5,18
14,4,1,3,2,39
14,15,6,8,1,42
12,9,10,5,7,41
19,9,8,2,5,45
18,6,13,1,10,29
3,13,5,4,10,28
19,11,15,1,6,38
19,2,13,2,1,16
4,8,6,6,7,9
14,7,8,9,4,58
18,13,13,3,6,46
3,8,12,5,1,44
7,12,3,9,0,98
9,4,13,2,4,17
17,5,15,5,5,69
9,8,12,7,9,66
16,3,5,9,0,78
19,1,12,2,0,76
14,3,14,7,6,88
14,11,5,9,9,51
8,9,9,4,0,55
1,4,3,8,2,15
16,12,9,9,7,41
13,5,10,4,5,100
10,3,5,2,7,87
16,4,14,1,8,23
2,10,1,3,1,49
3,2,8,7,10,54
12,5,3,6,4,15
7,7,11,10,4,9
17,3,5,5,7,51
8,8,10,1,9,90
6,14,6,1,6,29
4,11,13,3,9,82
17,15,4,5,3,90
9,10,7,5,1,6
4,9,10,7,4,38
9,13,11,7,10,23
11,14,2,2,5,29
3,3,3,10,10,29
4,13,13,10,10,67
17,9,1,9,0,29
6,4,13,7,6,56
19,4,15,5,7,47
17,1,14,7,8,1
8,6,14,8,4,31
1,10,2,5,10,95
18,12,8,6,7,73
5,7,7,10,6,56
19,8,8,1,8,57
19,8,3,3,3,47
12,7,11,3,9,50
1,9,1,2,5,76
15,1,9,6,9,56
4,12,2,8,0,27
7,9,9,2,0,37
16,3,9,7,4,47
5,9,7,7,0,18
15,13,13,8,5,14
16,8,5,10,10,46
17,12,4,4,0,49
19,11,9,8,7,27
8,11,12,8,9,59
7,11,8,10,5,61
1,15,5,4,0,67
2,13,15,5,10,70
9,15,5,1,6,66
18,5,15,3,10,19
14,9,7,6,8,60
6,11,2,4,9,35
11,3,10,1,9,4
7,15,2,5,2,13
17,3,8,10,5,99
17,3,14,4,3,7
4,4,11,10,0,61
1,12,3,2,2,82
2,6,1,8,1,86
8,10,1,3,2,72
3,6,10,3,4,57
1,13,2,8,1,31
6,13,10,4,9,51
9,2,3,4,2,97
15,11,4,1,9,88
9,11,15,6,6,15
5,9,11,7,3,43
15,6,2,7,10,26
7,11,9,3,8,17
12,9,13,3,9,64
10,7,1,8,8,33
1,13,10,2,9,73
5,1,10,2,1,92
16,11,8,5,1,90
1,2,6,10,5,28
6,13,7,9,10,37
11,2,4,10,9,42
16,1,4,3,3,66
1,9,5,7,2,64
9,6,4,6,2,84
2,3,2,3,9,45
10,8,5,5,8,77
2,3,12,9,6,35
4,14,6,8,8,61
7,13,14,3,3,17
2,14,3,8,5,44
10,8,9,5,0,18
18,1,15,9,9,61
16,3,1,2,9,20
15,1,15,1,7,49
14,11,7,3,1,24
3,6,14,7,8,77
19,7,14,7,7,5
8,3,8,2,5,44
8,5,10,8,2,5
17,9,5,4,2,71
3,12,9,2,2,73
13,2,1,1,4,25
6,11,7,4,3,35
15,5,10,1,0,12
4,11,7,8,3,27
15,9,4,6,2,54
6,11,10,5,4,39
14,14,11,2,10,72
3,13,9,7,9,49
12,15,5,7,2,62
2,13,12,10,9,71
12,1,3,2,6,38
16,12,3,1,5,13
14,6,5,4,6,70
13,12,5,9,6,79
7,14,14,8,9,48
1,14,1,1,7,91
16,6,3,5,6,83
9,14,15,3,6,67
3,14,1,10,0,46
18,8,2,3,3,60
7,6,14,8,8,75
5,11,3,8,9,62
7,13,2,3,6,89
17,12,14,5,7,80
4,10,7,4,10,5
12,6,5,4,9,29
12,1,12,1,4,31
17,2,4,2,10,88
6,11,13,4,8,25
6,1,7,8,5,37
6,3,4,2,7,55
13,11,4,3,1,50
11,14,13,9,6,26
8,9,12,8,6,3
7,10,3,1,10,25
8,1,12,9,6,90
5,5,4,8,6,5
16,14,15,6,3,36
8,6,6,6,9,93
8,12,11,2,7,4
11,14,2,9,5,100
11,8,5,4,4,62
19,2,14,6,6,12
12,13,15,5,8,57
7,6,3,9,5,71
11,11,2,4,5,64
15,4,10,7,1,29
1,11,11,8,0,24
9,13,11,10,4,29
4,14,8,4,7,30
11,14,8,5,8,23
9,9,11,3,4,10
14,2,9,2,3,26
6,15,4,6,6,5
10,4,14,4,9,69
15,13,4,3,6,20
19,14,6,7,6,12
6,7,1,6,7,59
11,13,1,10,1,74
17,15,1,1,4,74
12,11,11,7,1,30
17,1,4,4,1,8
2,6,8,6,1,16
17,9,7,10,5,62
6,5,6,8,3,66
6,7,2,4,0,19
12,12,14,7,0,25
16,6,14,10,1,62
19,11,6,6,8,39
7,13,13,10,1,62
17,7,15,9,4,30
8,13,13,1,9,67
17,13,15,9,6,13
1,9,15,3,0,36
15,9,14,4,1,65
4,14,5,2,0,28
7,8,14,7,10,53
10,8,15,2,7,33
15,14,13,10,2,94
1,1,6,7,7,75
14,4,15,8,4,82
7,6,2,6,7,69
1,9,9,4,5,95
7,8,4,8,1,73
6,11,1,1,6,6
5,6,6,7,1,85
1,15,13,4,6,91
15,8,13,10,5,22
14,5,3,6,5,73
6,12,4,3,1,12
5,6,5,9,8,83
9,3,11,6,1,31
5,2,12,2,5,11
4,1,7,4,7,79
15,14,2,9,4,65
9,13,3,8,8,18
9,12,11,3,6,78
12,9,12,8,7,39
12,3,14,7,4,96
13,9,10,7,0,21
5,12,1,7,1,29
17,12,7,7,3,68
15,5,5,7,0,99
17,9,9,3,3,11
17,9,10,9,2,10
15,2,13,2,1,64
13,4,9,3,3,28
7,2,15,3,6,61
7,12,8,7,1,27
11,2,15,9,3,59
6,12,6,8,2,14
2,2,12,10,3,14
1,5,9,1,0,100
10,11,11,2,4,92
1,13,8,7,6,67
8,2,8,7,3,99
12,12,10,10,3,33
6,3,4,9,5,22
4,5,7,4,7,18
14,1,1,3,10,46
13,4,4,4,8,16
6,9,15,4,10,70
1,6,9,4,2,34
13,8,9,3,5,13
2,13,14,7,10,66
11,5,7,1,6,34
6,15,4,4,3,13
13,2,11,9,9,79
12,5,5,3,3,57
4,8,13,3,1,100
11,5,13,1,10,49
13,5,4,4,1,8
14,3,11,9,8,51
6,5,10,10,3,92
17,8,8,6,6,4
15,5,11,3,7,97
5,8,6,9,1,57
16,14,15,2,8,95
6,9,6,10,7,44
16,11,6,10,5,85
10,11,13,5,0,53
2,15,2,3,10,54
3,10,15,7,10,2
18,12,13,6,6,92
13,4,1,7,4,86
9,1,2,4,1,86
3,8,9,9,5,22
2,9,11,1,3,59
7,4,5,5,8,27
16,11,11,3,0,55
18,8,12,4,8,46
11,3,4,8,0,19
3,12,8,9,8,36
1,9,11,6,4,16
14,11,11,10,5,84
10,8,3,9,2,27
2,10,15,1,8,31
14,6,3,4,8,48
7,15,7,5,10,75
4,10,6,10,6,87
5,11,10,5,0,16
9,7,13,5,0,64
14,15,14,6,3,60
3,3,15,4,2,21
16,15,7,6,8,6
7,7,6,2,0,54
10,15,9,5,4,56
6,5,10,1,5,74
16,6,8,3,7,41
15,14,1,1,4,89
9,11,3,2,0,81
3,9,5,4,2,66
9,14,7,4,10,78
18,4,10,3,4,93
11,8,11,2,5,65
10,15,13,4,2,97
8,15,6,3,2,84
15,14,14,4,8,33
7,14,15,7,5,61
12,15,15,10,2,34
8,10,11,6,4,54
12,4,15,8,1,94
9,2,14,9,2,50
1,6,7,2,3,19
17,4,5,3,7,18
4,15,8,6,10,17
1,14,7,6,4,22
17,6,12,9,0,71
13,15,4,1,1,35
12,7,15,3,10,99
18,6,1,7,8,76
3,2,8,2,3,22
19,10,4,2,5,28
14,7,14,2,6,12
9,2,13,4,2,51
8,12,3,9,2,4
16,6,2,5,6,34
9,5,12,7,1,44
7,5,3,7,3,52
10,4,5,6,5,27
17,10,3,8,8,87
7,12,13,1,10,33
6,8,12,5,8,56
7,9,3,6,0,14
9,13,11,3,1,63
15,9,1,5,8,41
16,1,12,6,0,9
4,10,11,6,2,49
12,2,14,3,1,70
15,12,2,8,3,78
7,9,2,6,8,69
4,7,3,2,10,31
2,6,14,8,5,67
14,5,5,2,1,77
17,8,1,4,10,89
7,7,15,5,6,26
6,12,10,10,5,28
1,3,8,7,0,80
6,13,13,10,7,71
11,8,4,10,9,69
5,12,10,3,6,71
9,8,10,1,10,28
8,4,14,8,4,39
18,6,8,6,8,92
7,6,14,2,1,36
8,10,11,10,8,51
5,2,14,8,2,7
3,8,2,10,9,65
9,5,5,3,3,19
7,6,2,1,5,15
6,12,3,3,8,44
5,5,3,7,8,4
7,10,8,4,10,3
16,14,5,4,3,61
2,14,4,1,2,72
11,13,2,2,0,42
9,6,4,2,9,79
2,3,15,2,4,100
2,6,1,3,8,89
11,3,12,1,5,52
7,9,6,2,3,27
8,1,11,3,6,83
17,9,13,7,10,87
6,1,9,1,6,91
12,10,4,4,7,5
3,7,10,2,2,69
7,14,13,7,7,73
4,4,12,10,0,51
9,14,6,10,6,9
6,6,4,9,9,90
15,12,14,7,9,62
13,14,10,4,9,52
10,14,9,6,4,48
12,10,1,3,6,47
13,4,3,1,1,74
10,3,6,8,8,60
16,1,2,8,4,4
11,14,5,8,4,50
2,4,4,1,1,89
6,9,6,4,5,15
5,10,13,2,6,33
10,4,9,5,4,90
19,11,6,4,2,54
5,1,7,9,1,2
6,13,11,9,2,30
11,7,15,7,6,20
14,12,2,9,9,50
10,5,13,7,9,36
9,15,7,6,9,53
12,9,5,5,3,62
13,5,14,9,10,33
15,3,10,9,5,38
16,3,9,9,7,43
3,4,11,5,6,39
6,1,15,6,3,16
10,8,2,4,1,39
10,3,9,9,10,50
12,9,14,5,8,84
14,5,10,3,6,8
3,2,14,8,10,66
3,2,15,1,10,31
18,11,14,8,10,77
4,9,11,7,10,98
16,2,7,1,3,68
6,14,9,9,1,51
2,2,13,3,10,10
2,3,9,7,9,63
13,7,6,2,2,21
2,12,10,6,5,40
3,6,6,6,10,56
14,6,14,5,2,94
12,2,4,4,8,49
17,8,7,9,4,26
14,14,12,1,3,33
17,7,6,2,9,79
11,11,6,7,5,35
6,8,10,8,6,24
7,15,6,2,7,59
5,8,15,2,1,99
18,9,7,9,10,12
4,15,4,7,7,73
8,8,15,9,9,37
2,14,11,4,6,28
5,3,6,6,1,39
2,8,14,2,1,72
1,13,14,10,10,9
17,3,14,8,0,52
17,1,12,4,1,1
7,12,1,2,1,37
7,13,5,1,5,76
13,4,10,7,5,5
16,14,4,8,2,6
12,2,12,8,5,50
10,7,9,2,9,65
8,10,15,9,7,30
3,10,1,9,1,19
16,13,8,8,8,67
10,13,10,2,7,68
16,11,14,6,3,5
2,5,1,4,6,42
10,14,13,5,5,95
17,6,8,1,2,9
13,4,5,7,3,82
18,14,6,10,0,77
11,14,8,10,2,12
2,14,15,6,9,54
4,12,8,1,5,67
2,3,12,1,10,43
8,2,2,3,0,3
15,15,12,2,10,11
12,4,7,2,0,49
19,7,14,1,9,83
4,1,10,7,6,40
6,7,7,9,9,19
9,6,11,6,1,45
3,13,11,9,5,96
16,10,14,10,10,78
10,5,1,2,0,80
11,10,1,1,2,31
19,5,10,1,2,72
16,9,7,7,8,78
9,12,15,4,10,36
13,15,1,1,10,33
2,7,2,9,6,4
14,15,9,2,8,83
9,6,3,4,1,82
2,12,12,9,0,20
2,1,3,4,9,49
19,9,5,10,10,2
6,10,1,4,9,35
13,10,15,6,4,92
13,11,6,8,8,5
3,10,2,10,0,48
1,3,5,3,8,60
